Depth,GR,MUD_VOLUME,TVD,Boundary_flag,Unit_index,GR_shape_code,Lithofacies_major,Sharp_boundary,Stacking_pattern,Biostratigraphy,Reliability,Special_lithology,Core_depofacies,Lateral_proximity,Number_of_similar_units_50,Index_of_similar_units_50,Number_of_similar_units_100,Index_of_similar_units_100,Unit_Thick,Alluvial_Fan,Fluvial_Channel,Fluvial_Point_Bar,Levee,Crevasse_Splay,Fluvial_Floodplain,Progradational_Lacustrine_Delta,Lacustrine_Fan_Delta,Progradational_Lacustrine_Shoreface,Transgressive_Lacustrine_Shoreface,Aggradational_Lacustrine_Shoreface,Lacustrine_Offshore_Transition,Lacustrine_Shelf,Proximal_Sub-Lacustrine_Fan,Distal_Sub-Lacustrine_Fan,Lacustrine_Turbidite,Distal_Lacustrine_Turbidites,Lacustrine_Deepwater,Marine_Delta,Marine_Fan_Delta,Tidal_Channel_And_Sand_Flat,Sandy_Tidal_Flat,Mixed_Tidal_Flat,Muddy_Tidal_Flat,Lagoon,Progradational_Marine_Shoreface,Transgressive_Marine_Shoreface,Aggradational_Marine_Shoreface,Marine_Offshore_Transition,Marine_Shelf,Proximal_Submarine_Fan,Distal_Submarine_Fan,Marine_Turbidite,Distal_Marine_Turbidites,Marine_Deepwater,Facies_group,Facies_below
2475.6991,84.0496,0.5221,2475.6991,1,381,1,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.999699999999848,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2477.1991,118.6337,0.9501,2477.1991,1,382,4,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.5,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2478.7991,48.0826,0.2619,2478.7991,1,383,1,2,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.6000000000003638,0,1,1,4,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2480.0991,139.3136,0.9801,2480.0991,1,384,4,2,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.2999999999997272,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2481.2991,121.9831,0.8018,2481.2991,1,385,5,4,0,2,3,2,[],-9999.0,-9999,1,[391],0,[],1.2000000000002728,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2482.9991,143.7761,0.9990000000000001,2482.9991,1,386,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.699999999999818,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2484.1991,148.391,0.9992,2484.1991,1,387,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.199999999999818,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2485.6991,53.4964,0.3151,2485.6994,1,388,1,2,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.500300000000152,0,1,1,4,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2487.3991,119.0956,0.5005,2487.3994,1,389,4,3,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.699999999999818,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2488.7991,136.8132,0.9954,2488.7994,1,390,4,3,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.400000000000091,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2489.9991,122.4547,0.8166,2489.9994,1,391,5,4,0,2,3,2,[],-9999.0,-9999,1,[385],0,[],1.2000000000002728,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2491.2991,136.5519,0.9737,2491.2991,1,392,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.2997000000000298,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2493.3991,46.7999,0.3071,2493.3991,1,393,1,2,0,3,3,2,[],-9999.0,-9999,0,[],0,[],2.099999999999909,0,1,1,4,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2496.0991,98.6061,0.6079,2496.0991,1,394,4,3,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.699999999999818,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2498.8991,129.6917,0.9185,2498.8991,1,395,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.800000000000182,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2501.0991,56.7957,0.4182,2501.0994,1,396,1,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],2.20029999999997,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2502.4991,121.9775,0.6976,2502.4994,1,397,4,2,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.400000000000091,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2503.7991,100.4384,0.3077,2503.7994,1,398,1,2,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.2999999999997272,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2505.5991,119.2599,0.8481,2505.5994,1,399,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.800000000000182,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2508.3991,93.6844,0.5127,2508.3991,1,400,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],2.79970000000003,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2510.4991,53.8863,0.3652,2510.4991,1,401,1,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],2.099999999999909,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2513.2991,130.2976,0.9128,2513.2991,1,402,3,2,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.800000000000182,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2516.0991,65.378,0.2462,2516.0994,1,403,1,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],2.800299999999879,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2517.5991,94.5871,0.5491,2517.5994,1,404,4,2,0,1,3,2,[],-9999.0,-9999,0,[],0,[],1.5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2518.8991,61.331,0.4055,2518.8994,1,405,1,3,0,1,3,2,[],-9999.0,-9999,0,[],0,[],1.2999999999997272,0,0,0,0,0,4,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Deep_Lacustrine
2520.7991,67.6772,0.1304,2520.7994,1,406,2,2,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.900000000000091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Deep_Lacustrine
2522.2991,82.6549,0.4199,2522.2991,1,407,2,2,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.4997000000003027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']",Shallow_Lacustrine
2523.6991,134.4464,0.9359,2523.6991,1,408,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.3999999999996362,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2524.8991,124.741,0.6748,2524.8991,1,409,4,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.2000000000002728,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2527.5991,51.8981,0.2812,2527.5991,1,410,1,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],2.699999999999818,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2529.7991,114.6029,0.6441,2529.7991,1,411,3,2,1,2,3,2,[],-9999.0,-9999,0,[],0,[],2.200000000000273,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2531.6991,115.5206,0.9095,2531.6994,1,412,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.9002999999997883,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2533.2991,141.2587,0.9817,2533.2994,1,413,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.599999999999909,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2534.6991,152.5064,0.9996,2534.6994,1,414,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.400000000000091,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2535.9991,115.3975,0.7846,2535.9994,1,415,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.300000000000182,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2537.3991,146.149,0.9943,2537.3993,1,416,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.3998999999998887,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2538.5991,100.1316,0.498,2538.5991,1,417,1,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.1997999999998683,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2539.8991,152.7873,0.9996,2539.8991,1,418,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.300000000000182,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2542.1991,128.9205,0.8996,2542.1991,1,419,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.299999999999727,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2543.1991,128.3458,0.8555,2543.1991,1,420,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2545.5991,154.8003,0.9996,2545.5991,1,421,5,4,0,2,3,2,[],-9999.0,-9999,1,[426],0,[],2.400000000000091,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2547.0991,138.9695,0.9890000000000001,2547.0994,1,422,5,4,0,3,3,2,[],-9999.0,-9999,0,[],1,[466],1.500300000000152,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2548.1991,135.1295,0.9669,2548.1994,1,423,5,4,0,3,3,2,[],-9999.0,-9999,0,[],1,[451],1.099999999999909,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2550.0991,141.1701,0.997,2550.0994,1,424,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.900000000000091,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2551.6991,128.1845,0.9596,2551.6994,1,425,5,4,0,3,3,2,[],-9999.0,-9999,1,[427],0,[],1.599999999999909,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2553.3991,148.4447,0.9962,2553.3991,1,426,5,4,0,1,3,2,[],-9999.0,-9999,1,[421],0,[],1.6997000000001208,0,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2554.6991,125.973,0.8741,2554.6991,1,427,5,4,0,3,3,2,[],-9999.0,-9999,1,[425],0,[],1.2999999999997272,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2557.4991,151.3853,0.9996,2557.4991,1,428,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.800000000000182,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2560.0991,98.5428,0.5991,2560.0991,1,429,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],2.599999999999909,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2561.9991,117.2295,0.5454,2561.9991,1,430,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.900000000000091,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2563.2991,107.87100000000001,0.3322,2563.2994,1,431,1,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.3002999999998792,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2565.0991,104.0242,0.6021,2565.0994,1,432,2,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.800000000000182,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2566.6991,108.8918,0.3676,2566.6994,1,433,4,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.599999999999909,0,0,0,0,0,1,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Deep_Lacustrine
2568.0991,106.9362,0.3404,2568.0994,1,434,2,2,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.400000000000091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2569.6991,107.6687,0.36,2569.6991,1,435,4,2,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.599699999999757,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2572.4991,161.6786,0.9374,2572.4991,1,436,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.800000000000182,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2573.7991,165.3696,0.9986,2573.7991,1,437,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.300000000000182,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2574.8991,168.9683,0.9996,2574.8991,1,438,5,4,0,3,3,2,[],-9999.0,-9999,1,[457],0,[],1.099999999999909,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2576.9991,151.4596,0.8613,2576.9991,1,439,5,4,0,3,3,2,[],-9999.0,-9999,3,"[455, 458, 464]",1,[472],2.099999999999909,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2579.4991,179.3093,0.9996,2579.4994,1,440,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.500300000000152,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2583.0991,147.825,0.5589999999999999,2583.0994,1,441,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],3.599999999999909,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2585.0991,167.6156,0.9789,2585.0991,1,442,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.999699999999848,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2587.1991,92.8386,0.2629,2587.1991,1,443,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],2.099999999999909,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2589.1991,116.4498,0.512,2589.1991,1,444,4,3,1,3,3,2,[],-9999.0,-9999,0,[],0,[],2.0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2590.4991,105.6475,0.4892,2590.4991,1,445,2,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.300000000000182,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2592.3991,100.7369,0.4511,2592.3991,1,446,2,3,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.900000000000091,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2594.2991,92.2918,0.4455,2594.2994,1,447,1,3,0,1,3,2,[],-9999.0,-9999,0,[],0,[],1.9002999999997883,0,0,0,0,0,5,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2596.8991,133.2984,0.5565,2596.8994,1,448,4,3,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.599999999999909,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2600.1991,172.4709,0.9996,2600.1991,1,449,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],3.29970000000003,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2602.4991,137.7272,0.8013,2602.4991,1,450,5,4,0,3,3,2,[],-9999.0,-9999,1,[478],0,[],2.300000000000182,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2603.9991,135.8303,0.7894,2603.9991,1,451,5,4,0,3,3,2,[],-9999.0,-9999,0,[],1,[423],1.5,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2606.4991,172.3837,0.9982,2606.4991,1,452,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],2.5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2607.5991,163.9845,0.9786,2607.5991,1,453,5,4,0,2,3,2,[],-9999.0,-9999,0,[],0,[],1.099999999999909,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
2609.3991,162.566,0.9996,2609.3994,1,454,5,4,0,3,3,2,[],-9999.0,-9999,0,[],0,[],1.8002999999998792,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']",Shallow_Lacustrine
