Depth,GR,MUD_VOLUME,TVD,Boundary_flag,Unit_index,GR_shape_code,Lithofacies_major,Lithofacies_mean,Sharp_boundary,Stacking_pattern,Biostratigraphy,Reliability,Special_lithology,Core_depofacies,Lateral_proximity,Number_of_similar_units_50,Index_of_similar_units_50,Number_of_similar_units_100,Index_of_similar_units_100,Unit_Thick,Alluvial_Fan,Fluvial_Channel,Fluvial_Point_Bar,Levee,Crevasse_Splay,Fluvial_Floodplain,Progradational_Lacustrine_Delta,Lacustrine_Fan_Delta,Progradational_Lacustrine_Shoreface,Transgressive_Lacustrine_Shoreface,Aggradational_Lacustrine_Shoreface,Lacustrine_Offshore_Transition,Lacustrine_Shelf,Proximal_Sub-Lacustrine_Fan,Distal_Sub-Lacustrine_Fan,Lacustrine_Turbidite,Distal_Lacustrine_Turbidites,Lacustrine_Deepwater,Marine_Delta,Marine_Fan_Delta,Tidal_Channel_And_Sand_Flat,Sandy_Tidal_Flat,Mixed_Tidal_Flat,Muddy_Tidal_Flat,Lagoon,Progradational_Marine_Shoreface,Transgressive_Marine_Shoreface,Aggradational_Marine_Shoreface,Marine_Offshore_Transition,Marine_Shelf,Proximal_Submarine_Fan,Distal_Submarine_Fan,Marine_Turbidite,Distal_Marine_Turbidites,Marine_Deepwater,Facies_group
2149.3674,50.9306,0.0568,2149.3674,1,221,1,1,2,0,3,3,1,[],-999.0,-999,1,[215],0,[],4.0473000000001775,0,8,8,6,5,0,0,0,0,15,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2152.2155,54.6837,0.1464,2152.2156,1,222,2,2,2,0,1,3,1,[],-999.0,-999,0,[],0,[],2.848199999999906,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2153.2648,55.1102,0.1126,2153.2649,1,223,2,1,1,0,1,3,1,[],-999.0,-999,0,[],1,[199],1.0493000000001302,0,6,0,8,9,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2155.6632,55.5504,0.1216,2155.6631,1,224,4,1,2,0,2,3,1,[],-999.0,-999,0,[],0,[],2.398200000000088,1,0,0,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2157.7618,76.4034,0.3023,2157.7617,1,225,4,2,2,0,2,3,1,[],-999.0,-999,0,[],0,[],2.0985999999998057,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2159.4107,46.4761,0.0327,2159.4106,1,226,1,2,2,0,2,3,1,[],-999.0,-999,0,[],0,[],1.6489000000001397,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2161.5093,96.6254,0.9508,2161.5093,1,227,5,4,3,0,2,3,1,[],-999.0,-999,0,[],0,[],2.098700000000008,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2163.6079,62.0245,0.1384,2163.6079,1,228,1,2,3,0,2,3,1,[],-999.0,-999,0,[],0,[],2.0985999999998057,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2165.1069,91.7105,0.8442,2165.1069,1,229,5,4,3,0,3,3,1,[],-999.0,-999,0,[],0,[],1.499000000000251,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2167.0556,50.0569,0.0208,2167.0557,1,230,1,1,2,0,3,3,1,[],-999.0,-999,0,[],0,[],1.9487999999996646,0,3,3,5,6,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2168.4047,65.6257,0.1759,2168.4048,1,231,4,2,2,0,3,3,1,[],-999.0,-999,0,[],0,[],1.3490999999999076,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2169.7538,54.1228,0.1297,2169.7539,1,232,1,2,2,0,2,3,1,[],-999.0,-999,0,[],0,[],1.3491000000003623,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2172.9017,95.7025,0.7351,2172.9016,1,233,4,2,2,0,2,3,1,[],-999.0,-999,0,[],2,"[272, 192]",3.147699999999986,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2173.951,52.4778,0.1243,2173.9509,1,234,1,2,2,0,3,3,1,[],-999.0,-999,0,[],0,[],1.0492999999996755,0,3,3,6,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2177.0989,68.0716,0.2113,2177.0989,1,235,4,2,2,0,3,3,1,[],-999.0,-999,0,[],0,[],3.1480000000001382,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2178.7478,74.4677,0.2682,2178.7478,1,236,4,2,2,0,2,3,1,[],-999.0,-999,2,"[239, 259]",0,[],1.6489000000001397,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2180.5466,65.2461,0.2198,2180.5466,1,237,1,2,2,0,2,3,1,[],-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2182.0456,65.0917,0.192,2182.0457,1,238,2,2,2,0,2,3,1,[],-999.0,-999,1,[218],0,[],1.4990999999999985,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2183.9943,78.1165,0.2963,2183.9944,1,239,4,2,2,0,2,3,1,[],-999.0,-999,1,[236],0,[],1.948699999999917,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2186.5426,103.1317,0.7972,2186.5425,1,240,4,2,3,0,2,3,1,[],-999.0,-999,0,[],0,[],2.5480999999999767,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2188.7911,63.9086,0.0955,2188.791,1,241,1,2,2,0,3,3,1,[],-999.0,-999,0,[],0,[],2.248500000000149,0,3,3,6,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2190.2901,93.8356,0.5997,2190.29,1,242,4,2,2,0,3,3,1,[],-999.0,-999,0,[],0,[],1.4989999999997963,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2191.7891,66.5194,0.2991,2191.7891,1,243,1,3,3,0,1,3,1,[],-999.0,-999,0,[],1,[210],1.4990999999999985,0,0,0,0,0,7,0,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2194.1875,64.1992,0.2954,2194.1875,1,244,2,2,2,0,2,3,1,[],-999.0,-999,0,[],0,[],2.398400000000038,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2195.5366,110.7155,0.7661,2195.5366,1,245,5,4,3,0,2,3,1,[],-999.0,-999,0,[],0,[],1.3490999999999076,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2197.3354,96.6226,0.6532,2197.3354,1,246,1,3,3,0,2,3,1,[],-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,1,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2198.8344,117.2452,0.8723,2198.8345,1,247,5,4,4,0,3,3,1,[],-999.0,-999,0,[],0,[],1.4990999999999985,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2199.8837,71.5861,0.2454,2199.8838,1,248,1,2,3,0,3,3,1,[],-999.0,-999,0,[],0,[],1.0493000000001302,0,3,3,6,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2202.1322,89.5301,0.5137,2202.1321,1,249,5,4,3,0,3,3,1,[],-999.0,-999,0,[],0,[],2.2482999999997446,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2203.3314,106.7995,0.6721,2203.3313,1,250,4,2,3,0,3,3,1,[],-999.0,-999,0,[],0,[],1.199200000000019,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2205.43,51.8193,0.0526,2205.4299,1,251,1,2,2,0,3,3,1,[],-999.0,-999,0,[],1,[282],2.0986000000002605,0,3,3,6,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2208.5779,96.868,0.7085,2208.5779,1,252,4,2,2,0,2,3,1,[],-999.0,-999,0,[],0,[],3.1480000000001382,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2210.5266,111.6353,0.9248,2210.5266,1,253,5,4,4,0,2,3,1,[],-999.0,-999,0,[],0,[],1.948699999999917,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2212.0256,103.2441,1.0,2212.0256,1,254,5,4,4,0,2,3,1,[],-999.0,-999,0,[],0,[],1.4989999999997963,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2214.1242,129.6982,0.9147,2214.1243,1,255,5,4,4,0,2,3,1,[],-999.0,-999,0,[],0,[],2.098700000000008,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2215.1735,104.1585,1.0,2215.1736,1,256,5,4,4,0,3,3,1,[],-999.0,-999,0,[],0,[],1.0493000000001302,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2218.4713,82.1021,0.2335,2218.4712,1,257,1,2,3,0,3,3,1,[],-999.0,-999,0,[],0,[],3.297599999999875,0,6,6,5,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2225.0669,59.3464,0.1152,2225.0669,1,258,1,2,3,0,3,3,1,[],-999.0,-999,0,[],0,[],6.595699999999852,0,6,6,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2226.7158,73.7893,0.2478,2226.7158,1,259,4,2,2,0,2,3,1,[],-999.0,-999,2,"[279, 236]",0,[],1.6489000000001397,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2228.3647,94.3371,0.7911,2228.3647,1,260,4,2,3,0,2,3,1,[],-999.0,-999,0,[],0,[],1.6489000000001397,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2229.4139999999998,69.1345,0.1989,2229.4141,1,261,1,2,3,0,2,3,1,[],-999.0,-999,1,[276],0,[],1.0493999999998778,0,2,2,5,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2230.4633,99.9699,0.7518,2230.4634,1,262,4,2,3,0,3,3,1,[],-999.0,-999,0,[],0,[],1.0493000000001302,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2231.8124,52.4373,0.0322,2231.8125,1,263,1,1,2,0,3,3,1,[],-999.0,-999,0,[],0,[],1.3490999999999076,0,3,3,5,6,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2233.4613,56.0882,0.0472,2233.4612,1,264,2,1,1,0,3,3,1,[],-999.0,-999,0,[],2,"[293, 294]",1.64870000000019,0,3,0,5,6,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2239.0076,104.4989,0.7095,2239.0076,1,265,4,1,2,0,2,3,1,[],-999.0,-999,0,[],0,[],5.546399999999721,2,0,0,0,0,0,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2241.7058,63.7691,0.1561,2241.7058,1,266,1,3,3,0,2,3,1,[],-999.0,-999,0,[],0,[],2.69820000000027,0,0,0,0,0,1,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2244.2541,106.9433,0.7068,2244.2542,1,267,5,4,3,0,2,3,1,[],-999.0,-999,0,[],0,[],2.548399999999674,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2245.3034,109.7411,0.7305,2245.3035,1,268,4,3,3,0,2,3,1,[],-999.0,-999,0,[],0,[],1.0493000000001302,0,0,0,0,0,1,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2246.9523,91.4766,0.7617,2246.9524,1,269,5,4,4,0,3,3,1,[],-999.0,-999,0,[],0,[],1.6489000000001397,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2248.7511,110.25299999999999,0.7452,2248.7512,1,270,5,4,4,0,3,3,1,[],-999.0,-999,0,[],0,[],1.7988000000000284,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2250.8497,54.2209,0.0278,2250.8496,1,271,1,2,2,0,3,3,1,[],-999.0,-999,0,[],0,[],2.098399999999856,0,3,3,6,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2253.8477,96.5834,0.639,2253.8477,1,272,4,2,2,0,3,3,1,[],-999.0,-999,0,[],1,[233],2.998099999999795,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2256.6958,49.8015,0.0395,2256.6958,1,273,1,1,2,0,3,3,1,[],-999.0,-999,0,[],0,[],2.8481000000001586,0,3,3,5,4,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2259.0942,99.5658,0.7797,2259.0942,1,274,4,1,2,0,2,3,1,[],-999.0,-999,0,[],0,[],2.398400000000038,1,0,0,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2260.2934,101.8102,0.8112,2260.2935,1,275,5,4,4,0,2,3,1,[],-999.0,-999,0,[],0,[],1.1993000000002212,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2261.6425,70.1341,0.1857,2261.6426,1,276,1,2,2,0,2,3,1,[],-999.0,-999,1,[261],0,[],1.3490999999999076,0,2,2,5,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2262.9916,116.2165,0.8397,2262.9917,1,277,4,2,3,0,3,3,1,[],-999.0,-999,0,[],0,[],1.3490999999999076,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine', 'Fluvial']"
2264.6405,63.6497,0.1092,2264.6404,1,278,1,2,3,0,3,3,1,[],-999.0,-999,0,[],0,[],1.64870000000019,0,3,3,6,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2265.6898,76.8699,0.1915,2265.6897,1,279,4,2,2,0,3,3,1,[],-999.0,-999,1,[259],0,[],1.0492999999996755,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2267.1888,56.0609,0.0852,2267.1887,1,280,1,2,2,0,3,3,1,[],-999.0,-999,0,[],0,[],1.499000000000251,0,3,3,6,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2268.5379,114.1994,0.7072,2268.5378,1,281,4,2,2,0,1,3,1,[],-999.0,-999,0,[],0,[],1.3490999999999076,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2270.9363,54.4698,0.0819,2270.9363,1,282,1,2,2,0,1,3,1,[],-999.0,-999,0,[],1,[251],2.3984999999997854,0,6,6,9,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2272.885,75.1365,0.2051,2272.885,1,283,4,2,2,0,2,3,1,[],-999.0,-999,0,[],0,[],1.9487000000003718,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2276.3327,142.3488,0.726,2276.3328,1,284,5,4,3,0,2,3,1,[],-999.0,-999,0,[],0,[],3.4477999999999156,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2280.6798,59.3253,0.0655,2280.6797,1,285,1,3,3,0,3,3,1,[],-999.0,-999,0,[],0,[],4.346900000000005,0,0,0,0,0,4,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2282.0289,64.7557,0.1265,2282.0288,1,286,2,1,1,0,3,3,1,[],-999.0,-999,2,"[293, 294]",3,"[318, 323, 333]",1.3490999999999076,0,5,0,7,8,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2285.0269,56.798,0.1302,2285.0269,1,287,1,2,2,0,2,3,1,[],-999.0,-999,0,[],0,[],2.998099999999795,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2287.2754,72.3287,0.2329,2287.2754,1,288,4,2,2,1,2,3,1,[],-999.0,-999,0,[],0,[],2.248500000000149,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2290.1235,77.92,0.2118,2290.1235,1,289,4,2,2,0,2,3,1,[],-999.0,-999,0,[],0,[],2.8481000000001586,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2291.4726,151.4543,0.9613,2291.4727,1,290,4,2,3,0,2,3,1,[],-999.0,-999,0,[],0,[],1.3491999999996551,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2293.1215,94.5128,0.4022,2293.1216,1,291,5,4,3,0,3,3,1,[],-999.0,-999,0,[],0,[],1.6489000000001397,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2295.37,55.4523,0.0,2295.3701,1,292,1,1,2,0,3,3,1,[1],-999.0,-999,0,[],0,[],2.248500000000149,0,3,3,5,4,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2297.1688,56.2367,0.0,2297.1687,1,293,2,1,1,0,3,3,1,[1],-999.0,-999,2,"[295, 286]",8,"[317, 322, 323, 326, 332, 333, 334, 264]",1.7986000000000786,0,5,0,7,8,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2298.9676,62.3891,0.0,2298.9675,1,294,2,1,1,0,2,3,1,[1],-999.0,-999,1,[286],5,"[318, 323, 327, 332, 264]",1.7988000000000284,0,2,0,4,5,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2300.1668,57.7317,0.0,2300.1667,1,295,2,1,1,0,2,3,1,[1],-999.0,-999,2,"[300, 293]",2,"[320, 334]",1.199200000000019,0,2,0,4,5,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2303.0149,71.5264,0.0,2303.0149,1,296,4,1,1,0,2,3,1,[1],-999.0,-999,4,"[304, 310, 313, 315]",2,"[319, 328]",2.848199999999906,4,0,0,0,0,0,18,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2304.9636,64.8449,0.0,2304.9636,1,297,2,1,1,0,2,3,1,[1],-999.0,-999,7,"[299, 300, 302, 303, 316, 317, 320]",5,"[321, 322, 325, 326, 330]",1.948699999999917,0,5,0,6,7,0,0,0,0,0,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
2306.4626,73.3517,0.0,2306.4626,1,298,2,1,1,0,2,3,1,[1],-999.0,-999,0,[],1,[327],1.4989999999997963,0,0,0,2,3,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shallow_Lacustrine', 'Deep_Lacustrine']"
